sno,func,wait,counter
654,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,655
655,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1366,656
656,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,657
657,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,793,658
658,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,245,659
659,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4,660
660,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,760,661
661,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,662
662,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1243,663
663,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4,664
664,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,834,665
665,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,666
666,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,899,667
667,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8,668
668,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,837,669
669,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9,670
670,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,802,671
671,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5,672
672,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,714,673
673,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,769,674
674,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7720,675
675,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1510,676
676,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4881,677
677,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2551,678
678,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4352,679
679,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,28370,680
680,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5404,681
681,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4273,682
682,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3135,683
683,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1627,684
684,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6571,685
685,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2173,686
686,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7647,687
687,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6488,688
688,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,32308,689
689,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3580,690
690,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5738,691
691,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9922,692
692,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1810,693
693,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3087,694
694,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1228,695
695,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5971,696
696,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,14437,697
697,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3617,698
698,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3766,699
699,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5083,700
700,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3392,701
701,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10215,702
702,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,26161,703
703,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7680,704
704,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2184,705
705,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,23987,706
706,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,83878,707
707,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6168,708
708,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4811,709
709,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4462,710
710,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,65781,711
711,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11479,712
712,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7992,713
713,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2280,714
714,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3480,715
715,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7064,716
716,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3370,717
717,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4535,718
718,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5697,719
719,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4936,720
720,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2041,721
721,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6655,722
722,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2840,723
723,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,12518,724
724,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,336,725
725,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,97111,726
726,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7397,727
727,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4049,728
728,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2371,729
729,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4380,730
730,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4356,731
731,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3244,732
732,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6042,733
733,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7270,734
734,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2782,735
735,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3300,736
736,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5892,737
737,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4792,738
738,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6367,739
739,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2946,740
740,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4429,741
741,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,13959,742
742,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,57608,743
743,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4061,744
744,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3929,745
745,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1660,746
746,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3770,747
747,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4037,748
748,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6343,749
749,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5546,750
750,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4923,751
751,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1560,752
752,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4828,753
753,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4228,754
754,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3027,755
755,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7155,756
756,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2309,757
757,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3966,758
758,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,32,759
759,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2492,760
760,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4660,761
761,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5940,762
762,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5414,763
763,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4483,764
764,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6534,765
765,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10553,766
766,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5212,767
767,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9370,768
768,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1866,769
769,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5121,770
770,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9404,771
771,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4615,772
772,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3850,773
773,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4523,774
774,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6242,775
775,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3205,776
776,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,27811,777
777,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10949,778
778,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3459,779
779,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2963,780
780,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6423,781
781,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8126,782
782,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5471,783
783,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11918,784
784,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,40977,785
785,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4311,786
786,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2119,787
787,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4422,788
788,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6206,789
789,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1844,790
790,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8503,791
791,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2521,792
792,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2209,793
793,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2095,794
794,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8444,795
795,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2126,796
796,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3650,797
797,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5993,798
798,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3060,799
799,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3954,800
800,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,26956,801
801,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10479,802
802,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4867,803
803,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6034,804
804,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1807,805
805,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2813,806
806,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7755,807
807,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2433,808
808,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5668,809
809,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6004,810
810,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3536,811
811,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,27869,812
812,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2315,813
813,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,31563,814
814,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3847,815
815,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6388,816
816,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3777,817
817,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,112843,818
818,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,21321,819
819,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4498,820
820,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1207,821
821,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5963,822
822,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4028,823
823,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4637,824
824,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7725,825
825,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2157,826
826,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2839,827
827,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1891,828
828,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3765,829
829,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,33153,830
830,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4570,831
831,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5733,832
832,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3334,833
833,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2492,834
834,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3310,835
835,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5432,836
836,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2217,837
837,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7373,838
838,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,52455,839
839,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,93392,840
840,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,13521,841
841,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5593,842
842,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4761,843
843,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,32914,844
844,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7106,845
845,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3325,846
846,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11063,847
847,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8224,848
848,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2,849
849,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,769,850
850,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3254,851
851,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4907,852
852,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5345,853
853,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6757,854
854,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3694,855
855,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6251,856
856,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10755,857
857,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6192,858
858,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4188,859
859,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5380,860
860,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5871,861
861,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5505,862
862,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2216,863
863,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2453,864
864,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3355,865
865,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5436,866
866,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3549,867
867,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7075,868
868,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,78326,869
869,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4384,870
870,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3978,871
871,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1390,872
872,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4993,873
873,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5410,874
874,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8006,875
875,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5489,876
876,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3054,877
877,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1885,878
878,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,15095,879
879,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9419,880
880,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5513,881
881,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3321,882
882,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3990,883
883,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8720,884
884,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2287,885
885,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2346,886
886,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3324,887
887,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,36109,888
888,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,18467,889
889,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,9579,890
890,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5326,891
891,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6455,892
892,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,11252,893
893,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4082,894
894,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3231,895
895,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2683,896
896,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7306,897
897,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1673,898
898,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7971,899
899,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2336,900
900,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6484,901
901,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8312,902
902,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,27761,903
903,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3133,904
904,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6068,905
905,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5242,906
906,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5092,907
907,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4756,908
908,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3505,909
909,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2137,910
910,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3061,911
911,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4147,912
912,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4702,913
913,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5043,914
914,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2584,915
915,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3400,916
916,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2603,917
917,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2823,918
918,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5846,919
919,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1626,920
920,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2739,921
921,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6474,922
922,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2850,923
923,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3888,924
924,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5826,925
925,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2809,926
926,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2958,927
927,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2491,928
928,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8952,929
929,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2870,930
930,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,957,931
931,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2009,932
932,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3937,933
933,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2552,934
934,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2459,935
935,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1818,936
936,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8347,937
937,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4768,938
938,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10594,939
939,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3534,940
940,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8901,941
941,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4964,942
942,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1828,943
943,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3793,944
944,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2988,945
945,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4197,946
946,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1807,947
947,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,32,948
948,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3462,949
949,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5851,950
950,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3033,951
951,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1319,952
952,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7572,953
953,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2987,954
954,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2245,955
955,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,8487,956
956,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3286,957
957,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1967,958
958,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1035,959
959,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7243,960
960,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3693,961
961,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,6218,962
962,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2506,963
963,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4467,964
964,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2638,965
965,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,4145,966
966,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1449,967
967,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2905,968
968,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2663,969
969,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5822,970
970,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,7239,971
971,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3260,972
972,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2357,973
973,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,5155,974
974,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,3929,975
975,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,10909,976
976,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,2134,977
977,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1199,978
978,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,1906,979
